X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,zip,hours,phones,url,info1,info2,description,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y,post_id
-118.4460497453275,33.982442084552986,157260013,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,California Yacht Club,California Yacht Club,4469 Admiralty Way,,Marina del Rey,CA,90292,,"<p> California Yacht Club: 310-823-4567 </p>
<p> Visitors Center: 424-526-7900</p>
<p> Beaches and Harbors: 424-526-7777 </p>",,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors </a>",,"<p> <a href=""http://www.calyachtclub.com/""> California Yacht Club </a> </p>
",http://egis3.lacounty.gov/lms/?p=65871,publish,33.98244212,-118.44604969,2017-07-18T15:36:01.000Z,,,6426444.1820963,1816290.7121834,65871
-118.453087862883805,33.984808505428916,157260016,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Marina City Club,Marina at Marina City Club,4333 Admiralty Way,,Marina del Rey,CA,90292,,"<p> Marina: 310-822-0611</p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",,"<a href=""http://marinadelrey.lacounty.gov/""> Beaches and Harbors </a>",,"<p> <a href=""http://www.marinacityclub.net/""> Marina at Marina City Club </a> </p>
",http://egis3.lacounty.gov/lms/?p=65862,publish,33.98480854,-118.45308781,2017-07-18T15:38:36.000Z,info@bh.lacounty.gov,,6424314.37533231,1817161.43649182,65862
-118.456134852333989,33.973616351996,157260019,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Marina Harbor,Marina Harbor Anchorage and Apartments,14120 Tahiti Way,,Marina del Rey,CA,90292,,"<p> Marina Harbor: 888-831-7808 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors </a>",,"<p> <a href=""http://www.marinaharbor.com/marina-harbor-anchorage/""> Marina Harbor and Apartments </a> </p>
",http://egis3.lacounty.gov/lms/?p=65854,publish,33.97361638,-118.4561348,2017-07-18T15:41:08.000Z,,,6423372.18791223,1813092.59620431,65854
-118.444392140540259,33.974684028623592,157260022,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Windward Yacht Center,Windward Yacht Center,13645 Fiji Way,,Marina del Rey,CA,90292,,"<p> Windward Yacht Center: 310-823-4581 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors </a>",,"<p> <a href=""http://windwardyachtcenter.com/""> Windward Yacht Center </a> </p>
",http://egis3.lacounty.gov/lms/?p=65836,publish,33.97468406,-118.44439209,2017-07-18T15:43:13.000Z,,,6426934.22278288,1813465.19421239,65836
-118.442037161378053,33.976819344923094,157260025,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Pacific Ocean Management,Dock 52,13737 Fiji Way,#C-10,Marina del Rey,CA,90292,,"<p> Pacific Ocean Management: 310-822-6866 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://marinadelrey.lacounty.gov,,,"<p> Free parking all day for those going out on the fishing boats at Dock 52. </p>
<p>Managed by Pacific Ocean Management</p>",http://egis3.lacounty.gov/lms/?p=65819,publish,33.97681938,-118.44203711,2017-07-18T15:52:28.000Z,info@bh.lacounty.gov,,6427651.64621681,1814239.12507923,65819
-118.440470751330082,33.976534638762423,157260028,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Los Angeles County Department of Beaches and Harbors,Trailerable Boat Launch Ramp,13837 Fiji Way ,"4701 Admiralty Way (Visitors Center, Tourist Information)",Marina del Rey,CA,90292,"Launch Ramp is open 24 hours a day, 7 days a week.","<p> Chace Park Guest Boat Docks: 424-526-7890 </p>
<p> Visitors Center: 424-526-7900</p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://marinadelrey.lacounty.gov,,,"<p>Enter parking and launch ramp from Fiji Way, after Mast-up Storage and before Dock 52. </p>
<p>Boat Launch Ramp is located next to Chace Park, which has guest docks available for overnight berthing. Call 424-526-7910 for information. </p>",http://egis3.lacounty.gov/lms/?p=65768,publish,33.97653467,-118.4404707,2017-07-18T15:54:38.000Z,info@bh.lacounty.gov,,6428126.09999231,1814133.43073681,65768
-118.443882520402113,33.981072021276972,157260031,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Catalina Yacht Anchorage,Catalina Yacht Anchorage,13505 Bali Way,,Marina del Rey,CA,90292,,"<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",,"<a href=""http://marinadelrey.lacounty.gov""> Department of Beaches and Harbors </a>",,"
",http://egis3.lacounty.gov/lms/?p=65746,publish,33.98107205,-118.44388247,2017-07-18T16:18:43.000Z,,,6427099.00034048,1815789.21384256,65746
-118.459053096092404,33.978118302075771,157260034,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Bar Harbor Apartments and Anchorage,Bar Harbor Apartments and Anchorage,4242 Via Marina,,Marina del Rey,CA,90292,,"<p> Bar Harbor: 310-823-4689    </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http,"<a href=""http://marinadelrey.lacounty.gov""> Department of Beaches and Harbors </a>",,"<p><a href=""http://esringapts.com/bar-harbor""> Bar Harbor Apartments and Anchorage </a></p>

",http://egis3.lacounty.gov/lms/?p=65705,publish,33.97811833,-118.45905304,2017-07-18T16:22:11.000Z,info@bh.lacounty.gov,,6422494.87700281,1814734.96168597,65705
-118.453661854586329,33.976476807539726,157260037,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Esprit Marina del Rey,Esprit 1,13900 Marquesas Way,,Marina del Rey,CA,90292,,"<p> Esprit 1: 310-305-3700  </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",,"<a href=""http://marinadelrey.lacounty.gov""> Department of Beaches and Harbors </a>",,"<p> <a href=""http://espritmdr.com/""> Esprit 1 </a></p>

",http://egis3.lacounty.gov/lms/?p=65699,publish,33.97647684,-118.4536618,2017-07-18T16:23:20.000Z,info@bh.lacounty.gov,,6424126.68345048,1814130.17254123,65699
-118.45617776638656,33.976374491440779,157260040,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Neptune Marina and Townhomes,Neptune Marina and Townhomes,14126 Marquesas Way,,Marina del Rey,CA,90292,,"<p> Neptune Marina: 310-823-4555 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",,"<a href=""http://marinadelrey.lacounty.gov""> Department of Beaches and Harbors </a>",,"<p><a href=""http://www.rentneptunemarina.com/""> Neptune Marina and Townhomes </a></p>
",http://egis3.lacounty.gov/lms/?p=65681,publish,33.97637452,-118.45617771,2017-07-18T16:25:02.000Z,info@bh.lacounty.gov,,6423363.73189239,1814096.39012848,65681
-118.449579532419079,33.970333158986477,157260043,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,"Del Rey Fuel, LLC",Del Rey Landing Fuel Dock,13800 Bora Bora Way,,Marina del Rey,CA,90292," Open seven days a week, as follows:<br>
Summer:  7AM to 6PM<br>
Winter:     7AM to 5PM</br>
","<p>Fuel Dock: 310-864-4444 </p>
<p>Visitors Center: 424-526-7900 </p>
<p>Beaches and Harbors: 424-526-7777 </p>",,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors website </a>",,"<p> <a href=""http://www.delreylanding.com/""> Del Rey Landing </a></p>

<p>The fuel dock is located on the west side of the Main Channel at the entrance of ""A"" basin.</p>
<p>The Del Rey Landing offers fuel and a convenience store that sells food, boating accessories, lottery tickets, live bait and fishing gear. </p>
<p>Transient docks are available for temporary dinghy tie-up, along with slips for mega-yachts.</p>




",http://egis3.lacounty.gov/lms/?p=65494,publish,33.97033319,-118.44957948,2017-07-18T16:28:04.000Z,,,6425354.37587696,1811888.83023915,65494
-118.452572879040858,33.97386547800221,157260047,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Bay Club Apartments and Marina,Bay Club Apartments and Marina,14015 West Tahiti Way,,Marina del Rey,CA,90292,,"<p>Visitors Center: 424-526-7900</p>
<p>Beaches and Harbors: 424-526-7777 </p>",,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors website </a>",,"

",http://egis3.lacounty.gov/lms/?p=65614,publish,33.97386551,-118.45257282,2017-07-18T16:29:50.000Z,info@bh.lacounty.gov,,6424452.5640323,1813178.37588839,65614
-118.449633176593593,33.973740915059203,157260050,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Tahiti Marina ,Tahiti Marina,13900 Tahiti Way,,Marina del Rey,CA,90292,,"<p>Visitors Center: 424-526-7900 </p>
<p>Beaches and Harbors: 424-526-7777 </p>",http://marinadelrey.lacounty.gov,,,"


",http://egis3.lacounty.gov/lms/?p=65605,publish,33.97374095,-118.44963312,2017-07-18T16:31:11.000Z,,,6425343.65805064,1813129.0452784,65605
-118.443603572308078,33.978551354101924,157260054,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Los Angeles County Department of Beaches and Harbors,Anchorage 47,13575 Mindanao Way,,Marina del Rey,CA,90292,"<p>Monday - Sunday (every day), 9:00am to 6:00pm. </p> ","<p>Marina Manager: 424-526-7890</p>
<p>Visitors Center: 424-526-7900</p>
<p>Beaches and Harbors: 424-526-7777</p> ",http://marinadelrey.lacounty.gov,,,"In-the-water boat slips are available for rent next to Burton Chace Park. Slip sizes range from 12' to over 50'.  
<p>Marina Manager: 424-526-7890</p>

",http://egis3.lacounty.gov/lms/?p=65471,publish,33.97855139,-118.44360352,2017-07-18T16:32:58.000Z,dmarinamanager@bh.lacounty.gov,,6427179.51986447,1814871.52571732,65471
-118.452795501568346,33.967232041721225,157260061,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,LA County Department of Beaches and Harbors,Aubrey E. Austin Park,Via Marina & Pacific Avenue,,Marina del Rey,CA,90292,,"<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777</p>",http://beaches.lacounty.gov,,,"Aubrey E. Austin Jr. Park has a paved walkway out to the ocean end of the north jetty that is a favorite of joggers and fishermen. Beachgoers can walk along the jetty to reach the Marina peninsula.  There is also a quiet spot overlooking the Marina lagoon. Both the jetty walkway and the overlook for the Marina lagoon are stroller and wheelchair-accessible.

",http://egis3.lacounty.gov/lms/?p=63784,publish,33.96723207,-118.45279545,2017-07-18T16:35:30.000Z,,,6424374.1921418,1810764.65597831,63784
-118.458967264315518,33.981846020892185,157260063,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Los Angeles County Department of Beaches and Harbors,Marina Beach (Mother's Beach),4101 Admiralty Way,,Marina del Rey,CA,90292,Open during daylight hours. ,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 <br>
",http://marinadelrey.lacounty.gov,,,"Facilities: Swimming (no surf), Children's Playground, Picnic Tables, Windsurfing, Kayaking, Free Boat Launch for Hand-Carried Boats, Restaurants, Hotels, Restrooms, Showers
Food: Restaurants overlooking the beach and water, grocery store
Hotel: Foghorn Inn
Beach Bike Path: <a> Map of Beach Bike Path (Marvin Braude Bike Trail) </a>

",http://egis3.lacounty.gov/lms/?p=63775,publish,33.98184605,-118.45896721,2017-07-18T16:41:09.000Z,info@bh.lacounty.gov,,6422527.09347381,1816091.42386806,63775
-118.459401782746724,33.983273897649013,157260067,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Los Angeles County Department of Beaches and Harbors,Marina Beach Shopping Center,13837 Fiji Way,,Marina del Rey,CA,90292, Restaurants and shops are open 7 days a week. ,"<p>Visitors Center: 424-526-7900 </p>
<p>Beaches and Harbors: 424-526-7777 </p>",http://marinadelrey.lacounty.gov,,," The center includes restaurants, shops, and a bank. 

<a href=""http://beaches.lacounty.gov/la-county-beach-bike-path/""> Shopping center is near the beach bike path. </a>",http://egis3.lacounty.gov/lms/?p=63767,publish,33.98327393,-118.45940173,2017-07-18T16:43:37.000Z,info@bh.lacounty.gov,,6422397.73808947,1816611.65445489,63767
-118.495895919151636,34.010817009676593,157260070,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,City of Santa Monica,Santa Monica Beach and Pier,City Hall,1685 Main Street,Santa Monica,CA,90401,Beach and Pier are open 7 days a week.,"<p> City of Santa Monica: 310-458-8411</p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://www.smgov.net/,"<a href=""http://beaches.lacounty.gov""> Los Angeles County Department of Beaches and Harbors </a>",,"The Santa Monica Beach and Pier are managed by the City of Santa Monica. 
For more information:
<p><a href=""https://www.smgov.net/Departments/CCS/content.aspx?id=53687097577""> Beach Information </a></p>
<p><a href=""https://santamonicapier.org/""> Santa Monica Pier </a> </p>
<p><a href=""https://annenbergbeachhouse.com/""> Annenberg Beach House </a></p>
<p><a href=""http://beaches.lacounty.gov/la-county-beach-bike-path/""> Beach Bike Path </a></p>",http://egis3.lacounty.gov/lms/?p=1407,publish,34.01081704,-118.49589586,2017-07-18T16:48:56.000Z,info@bh.lacounty.gov,,6411383.68301788,1826687.61068089,1407
-118.186878618167029,33.761276855750289,157260075,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Shoreline Marina,Downtown Shoreline Marina,450 E. Shoreline Dr.,,Long Beach,CA,90802,"Monday, Tuesday, Thursday, 9:00am to 5:00pm.",Service/Intake (562) 570-4950,,http://beaches.lacounty.gov,,"<a href=""http://www.longbeach.gov/Park/Marine/Marinas/Long-Beach-Shoreline-Marina/""> Shoreline Marina </a>",http://egis3.lacounty.gov/lms/?p=59510,publish,33.76127689,-118.18687856,2017-07-18T16:57:07.000Z,info@bh.lacounty.gov,,6504865.71357314,1735556.01210456,59510
-118.555966230706346,33.433705232400463,157260078,LA County Department of Beaches and Harbors,248155,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Ribbon Beach,,,,,,,"City of Avalon: 310-520-0220 <br>
Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,http://beaches.lacounty.gov,,"<a href=""http://www.cityofavalon.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=25413,publish,33.43370527,-118.55596618,2017-07-18T17:06:06.000Z,,,6392017.22207896,1616756.20574139,25413
-118.58112835515125,34.039621956336582,157260081,LA County Department of Beaches and Harbors,1010799014,Arts and Recreation,Beaches and Marinas,,Los Angeles County Department of Beaches and Harbors,Topanga Beach,18700 Pacific Coast Highway,,Los Angeles,CA,90290,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 <br>
",http://beaches.lacounty.gov ,,,"Facilities: Swimming, Surfing, Fishing, Picnic Tables, Restrooms, Showers

<p> Parking Lot Maps:
<ul>
<li> <a href=""http://file.lacounty.gov/dbh/cms1_145230.jpg""> West Lot </a> </li>
<li> <a href=""http://file.lacounty.gov/dbh/cms1_145229.jpg""> East Lot </a> </li>
</ul>
</p>
",http://egis3.lacounty.gov/lms/?p=59077,publish,34.03962199,-118.5811283,2017-07-18T17:16:59.000Z,info@bh.lacounty.gov,,6385613.93468872,1837308.51496398,59077
-118.481293972210125,33.368079700004422,157260084,LA County Department of Beaches and Harbors,1661030,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Mills Landing,,,,,,,"City of Avalon: 310-510-0220 <br>
Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,,,"<a href=""http://www.cityofavalon.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=23938,publish,33.36807973,-118.48129392,2017-07-18T17:22:40.000Z,,,6414688.91689298,1592754.22421789,23938
-118.112640437224044,33.750320548477987,157260087,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,LA County,Alamitos Bay Marina,205 Marina Dr.,,Long Beach,CA,90803,"Monday through Sunday, dawn to 10:00pm",Service/Intake (562) 570-4950,,http://beaches.lacounty.gov,,"<a href=""http://www.longbeach.gov/park/marine/""> Alamitos Bay Marina </a>",http://egis3.lacounty.gov/lms/?p=59516,publish,33.75032058,-118.11264038,2017-07-18T17:25:02.000Z,,,6527427.07297789,1731535.07198372,59516
-118.522803838013843,33.461968060969745,157260090,LA County Department of Beaches and Harbors,250032,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Sullivans Beach,,,,,,,"City of Avalon: 310-510-5220 <br>
Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,http://beaches.lacounty.gov,,"<a href=""http://www.cityofavalon.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=25432,publish,33.46196809,-118.52280378,2017-07-18T17:27:23.000Z,,,6402190.13414781,1626988.02451657,25432
-118.324867542787786,33.3437985566189,157260094,LA County Department of Beaches and Harbors,1763262,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Green Pleasure Pier,,,,,,,"City of Avalon: 310-510-0220 <br>
Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,,,"<a href=""http://www.cityofavalon.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=24096,publish,33.34379859,-118.32486749,2017-07-18T17:39:36.000Z,,,6462430.91622506,1583725.38466406,24096
-118.435455020648092,33.930709602087511,157260099,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Los Angeles County Department of Beaches and Harbors,Dockweiler State Beach,12001 Vista Del Mar,,Playa Del Rey,CA,90293,,"Dockweiler Beach Recreational Vehicle Park: 310-322-6951 or 800-950-7275<br>
Dockweiler Beach Youth Center: 310-726-4128<br>
Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777<br>
",http://beaches.lacounty.gov,,,"Facilities: Recreational Vehicle Park, Dockweiler Youth Center (meeting and event room for rent), Fire Rings, Picnic Areas, Swimming, Surfing, Beach Bike Path, Volleyball, Restrooms, Showers, Hang Gliding
RV Park Reservations: <a href=""http://beaches.lacounty.gov/dockweiler-rv-park/""> Online Reservations </a>
Beach Bike Path: <a href=""http://beaches.lacounty.gov/la-county-beach-bike-path/""> Map Of Beach Bike Path (Marvin Braude Bike Trail) </a>
Hang Gliding Area: <a href=""http://file.lacounty.gov/dbh/cms1_149578.jpg""> Map of Hang Gliding Area </a>
Parking Lot Maps:
<ul>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145139.jpg""> Cover Sheet </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145137.jpg""> 62nd Avenue </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145136.jpg""> Lot 3 </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145135.jpg""> Lot 1 and 2 </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145140.jpg""> Entrance Gate </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145142.jpg""> Recreational Vehicle Park </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145141.jpg""> Grand Avenue </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145138.jpg""> Youth Center, Bluff, Hang Gliding Area </a></li>
</ul>",http://egis3.lacounty.gov/lms/?p=1406,publish,33.93070963,-118.43545496,2017-07-18T17:43:43.000Z,info@bh.lacounty.gov,,6429574.54099305,1797450.23542872,1406
-118.433936889118485,33.426230092089831,157260104,LA County Department of Beaches and Harbors,242022,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Empire Landing,,,Avalon,CA,,,"Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,http://beaches.lacounty.gov,,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=25407,publish,33.42623012,-118.43393683,2017-07-19T13:58:44.000Z,info@bh.lacounty.gov,,6429242.47604039,1613852.28471197,25407
-118.390672858462111,33.839168905166787,157260107,LA County Department of Beaches and Harbors,1010799013,Arts and Recreation,Beaches and Marinas,,City of Redondo Beach,Redondo Beach and Pier,400 - 1700 Esplanade,,Redondo Beach,CA,90277,Restaurants and shops are open 7 days a week.,"<p>Visitors Center: 424-526-7900</p>
<p>Beaches and Harbors: 424-526-7777 </p>",http://beaches.lacounty.gov,"<a href=""http://www.parks.ca.gov""> California State Parks </a>",,"<a href=""http://www.redondo.org/"">City of Redondo Beach</a>

<a href=""http://www.redondo.org/depts/recreation/recreation_facilities/seaside_lagoon/default.asp"">Seaside Lagoon Information </a>

<a href=""http://www.redondo.org/depts/hbt/business_assistance/business_areas/pier_harbor.asp"">Redondo Beach Pier </a>",http://egis3.lacounty.gov/lms/?p=59082,publish,33.83916894,-118.3906728,2017-07-19T14:05:02.000Z,info@bh.lacounty.gov,,6443029.71487005,1764080.8103698,59082
-118.148399656421049,33.756684367439398,157260112,LA County Department of Beaches and Harbors,239200,Arts and Recreation,Beaches and Marinas,,Belmont Pier,Belmont Veterans Memorial Pier,,,Long Beach,,,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424/526/7777 <br>",http://www.belmontpier.com/,http://beaches.lacounty.gov,,"<p> <a href=""http://www.belmontpier.com/home/""> Belmont Pier </a></p>",http://egis3.lacounty.gov/lms/?p=24134,publish,33.7566844,-118.1483996,2017-07-19T14:16:28.000Z,info,,6516559.51039547,1733865.16673298,24134
-118.522782380767211,33.462352933774724,157260115,LA County Department of Beaches and Harbors,253318,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Howland Landing,,,,,,,"Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,http://beaches.lacounty.gov,,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=23872,publish,33.46235297,-118.52278233,2017-07-19T14:18:00.000Z,info@bh.lacounty.gov,,6402197.40808339,1627128.06262231,23872
-118.353685055174864,33.374750268345693,157260118,LA County Department of Beaches and Harbors,238965,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Bannings Beach,,,,,,,"Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,http://beaches.lacounty.gov,,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=26414,publish,33.3747503,-118.353685,2017-07-19T14:19:13.000Z,info@bh.lacounty.gov,,6453667.51183589,1595020.15013222,26414
-118.819799477621942,34.016055104810711,157260121,LA County Department of Beaches and Harbors,1010799019,Arts and Recreation,Beaches and Marinas,,Los Angeles County Department of Beaches and Harbors,Zuma Beach,30050 Pacific Coast Highway,,Malibu,CA,90265,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 <br>",http://beaches.lacounty.gov,"<a href=""http://www.malibucity.org""> City of Malibu </a>",,"<p> Zuma Beach includes Westward Beach, Trancas Beach, and Escondido Beach. </p>
<p>Facilities:  Swimming, Surfing, Fishing, Diving, Volleyball Courts, Restrooms, Showers  </p>
<p>Parking Lot Maps:</p>
<p><ul>
<li><a href=""http://file.lacounty.gov/dbh/cms1_145176.jpg""> Cover sheet </a></li>
<li><a href=""http://file.lacounty.gov/dbh/cms1_145177.jpg""> Entrance </a></li>
<li><a href=""http://file.lacounty.gov/dbh/cms1_145178.jpg""> Lot 1 </a></li>
<li><a href=""http://file.lacounty.gov/dbh/cms1_145180.jpg""> Lots 2, 3, 4 </a></li>
<li><a href=""http://file.lacounty.gov/dbh/cms1_145181.jpg""> Lots 5, 6 </a></li>
<li><a href=""http://file.lacounty.gov/dbh/cms1_145183.jpg""> Lots 7, 8 </a></li>
<li><a href=""http://file.lacounty.gov/dbh/cms1_145185.jpg""> Lots 9, 10 </a></li>
<li><a href=""http://file.lacounty.gov/dbh/cms1_145187.jpg""> Lots 11, 12 </a></li>
</ul></p>

",http://egis3.lacounty.gov/lms/?p=59080,publish,34.01605514,-118.81979942,2017-07-19T14:29:39.000Z,info@bh.lacounty.gov,,6313238.47215647,1829236.22795898,59080
-118.391075189961853,33.813170356843663,157260124,LA County Department of Beaches and Harbors,1010799015,Arts and Recreation,Beaches and Marinas,,Los Angeles County Department of Beaches and Harbors,Torrance Beach,387 Paseo De La Playa,,Torrance,CA,90501,Beach is open during daylight hours.,"<p>Visitors Center: 424-526-7900</p>
<p>Beaches and Harbors: 424-526-7777 </p>",http://beaches.lacounty.gov ,"<a href=""http://www.parks.ca.gov""> California State Parks </a>",,"Torrance Beach includes RAT beach.
Facilities: Swimming, Surfing, Diving, The Strand (ADA accessible walkway), Volleyball Courts, Restrooms, Showers
<a href=""https://www.torranceca.gov/""> City of Torrance </a>
Parking Lot Map: <a href=""http://file.lacounty.gov/dbh/cms1_150301.gif""> Parking Map </a>",http://egis3.lacounty.gov/lms/?p=59081,publish,33.81317039,-118.39107513,2017-07-19T14:32:18.000Z,info@bh.lacounty.gov,,6442870.72339013,1754619.80370131,59081
-118.539497907797454,34.036693078780416,157260127,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Los Angeles County Department of Beaches and Harbors,Will Rogers State Beach,17700 Pacific Coast Highway,,Pacific Palisades,CA,90272,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 <br>
",http://beaches.lacounty.gov ,,,"Will Rogers Beach includes Castle Rock beach and Palisades beach.
Facilities: Swimming, Surfing, Fishing, Diving, Volleyball Courts, Restrooms, Showers
Beach Bike Path: <a href=""http://beaches.lacounty.gov/la-county-beach-bike-path/""> Beach Bike Path Map (Marvin Braude Bike Trail) </a>

Parking Lot Maps:
<ul>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_150304.gif""> Lot 1 </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145233.jpg""> Lot 2 West </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145232.jpg""> Lot 2 East </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_150305.gif""> Lot 3 </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_145235.jpg""> Lot 4 (Gladstone's Restaurant) </a></li>
	<li><a href=""http://file.lacounty.gov/dbh/cms1_150306.gif""> Lot 5 </a></li>
</ul>",http://egis3.lacounty.gov/lms/?p=59076,publish,34.03669311,-118.53949785,2017-07-19T14:33:52.000Z,info@bh.lacounty.gov,,6398220.28841297,1836172.35024156,59076
